Market,"Owner/Operator, Franchise",ADDRESS,CTY,ST,Zip,Area,Year
Bay Area - East Bay,Public Storage,42101 Albrae Street,Fremont,CA,94538,72574,1981
Bay Area - East Bay,Public Storage,47209 Warm Springs Blvd,Fremont,CA,94539,92620,1992
Bay Area - East Bay,Public Storage,1639 Whipple Road,Hayward,CA,94544,81720,1976
Bay Area - East Bay,Public Storage,2525 Whipple Road,Hayward,CA,94544,100676,1984
Bay Area - East Bay,Public Storage,29824 Mission Blvd,Hayward,CA,94544,101562,1993
Bay Area - East Bay,Public Storage,5055 Southfront Road,Livermore,CA,94551,50684,1986
Bay Area - East Bay,Public Storage,4350 Technology Drive,Livermore,CA,94551,88808,2002
Bay Area - East Bay,Public Storage,836 East Airway Blvd,Livermore,CA,94551,48120,1975
Bay Area - East Bay,Public Storage,21655 Redwood Road,Castro Valley,CA,94546,47775,1988
Bay Area - East Bay,Public Storage,2445 Grove Way,Castro Valley,CA,94546,49274,1989
Bay Area - East Bay,Public Storage,2497 Grove Way,Castro Valley,CA,94546,75854,2003
Bay Area - East Bay,Public Storage,1350 Concord Avenue,Concord,CA,94520,49250,1978
Bay Area - East Bay,Public Storage,2350 Monument Blvd,Concord,CA,94520,59000,1978
Bay Area - East Bay,Public Storage,1870 Arnold Industrial Place,Concord,CA,94520,71762,1983
Bay Area - East Bay,Public Storage,4415 Treat Blvd,Concord,CA,94521,76248,1984
Bay Area - East Bay,Public Storage,7420 San Ramon Road,Dublin,CA,94568,38000,1992
Bay Area - East Bay,Public Storage,6501 Shellmound Street,Emeryville,CA,94608,69226,1975
Bay Area - East Bay,Public Storage,990 Beck Avenue,Fairfield,CA,94533,50102,1993
Bay Area - East Bay,Public Storage,1199 Western Street,Fairfield,CA,94533,51830,1986
Bay Area - East Bay,Public Storage,601 Sunset Drive,Antioch,CA,94509,58549,1986
Bay Area - East Bay,Public Storage,3501 Deer Valley Road,Antioch,CA,94531,84211,2000
Bay Area - East Bay,Public Storage,1120 2nd Street,Berkeley,CA,94710,168703,1985
Bay Area - East Bay,Public Storage,620 Harrison Street,Berkeley,CA,94710,71734,2004
Bay Area - East Bay,Public Storage,3950 Pacheco Blvd,Martinez,CA,94553,94538,1987
Bay Area - East Bay,Public Storage,1829 Webster Street,Alameda,CA,94501,99599,1986
Bay Area - East Bay,Public Storage,6800 Overlake Place,Newark,CA,94560,204012,1974
Bay Area - East Bay,Public Storage Phase II,1870 Arnold Industrial Place,Concord,CA,94520,21120,
Bay Area - East Bay,Public Storage Phase II,525 California Avenue,Pittsburg,CA,94565,151392,
Bay Area - East Bay,Public Storage Phase II,4444 Enterprise Street,Fremont,CA,94538,225840,
Bay Area - South Bay,Public Storage,20565 Valley Green Drive,Cupertino,CA,95014,263671,
Bay Area - South Bay,Public Storage,684 Lenfest Road,San Jose,CA,95133,169686,2017
Bay Area - South Bay,Public Storage,875 East Arques Avenue,Sunnyvale,CA,94085,200000,2007
Bay Area - South Bay,Public Storage,2047 East Bayshore Road,East Palo Alto,CA,94303,53757,1988
Bay Area - South Bay,Public Storage,175 South Curtner Avenue,Campbell,CA,95008,126915,1959
Bay Area - South Bay,Public Storage,509 Salmar Avenue,Campbell,CA,95008,58973,1976
Bay Area - South Bay,Public Storage,3033 Lafayette Street,Santa Clara,CA,95054,177750,2000
Bay Area - South Bay,Public Storage,1955 Lafayette Street,Santa Clara,CA,95050,90635,1999
Bay Area - South Bay,Public Storage,630 Laurelwood Road,Santa Clara,CA,95054,56430,1980
Bay Area - South Bay,Public Storage,1018 Duane Avenue,Santa Clara,CA,95054,48000,1986
Bay Area - South Bay,Public Storage,881 Duane Avenue,Santa Clara,CA,95054,48900,1975
Bay Area - South Bay,Public Storage,12299 Saratoga Sunnyvale Road,Saratoga,CA,95070,104526,1986
Bay Area - South Bay,Public Storage,620 East Arques Avenue,Sunnyvale,CA,94085,51120,1974
Bay Area - South Bay,Public Storage,1060 Stewart Drive,Sunnyvale,CA,94085,305952,1991
Bay Area - South Bay,Public Storage,317 East Weddell Drive,Sunnyvale,CA,94089,46386,1983
Bay Area - South Bay,Public Storage,1096 North Fair Oaks Avenue,Sunnyvale,CA,94089,44600,1987
Bay Area - South Bay,Public Storage,475 Tully Road,San Jose,CA,95111,55126,1975
Bay Area - South Bay,Public Storage,150 Tully Road,San Jose,CA,95111,318000,1973
Bay Area - South Bay,Public Storage,1685 Aborn Road,San Jose,CA,95121,36733,1988
Bay Area - South Bay,Public Storage,925 Felipe Avenue,San Jose,CA,95122,185227,1980
Bay Area - South Bay,Public Storage,1500 Story Road,San Jose,CA,95122,80989,1985
Bay Area - South Bay,Public Storage,2380 Quimby Road,San Jose,CA,95122,39100,1981
Bay Area - South Bay,Public Storage,2255 Tully Road,San Jose,CA,95122,58500,1983
Bay Area - South Bay,Public Storage,5679 Santa Teresa Blvd,San Jose,CA,95123,43700,1990
Bay Area - South Bay,Public Storage,5665 Santa Teresa Blvd,San Jose,CA,95123,67320,1998
Bay Area - South Bay,Public Storage,88 Blossom Hill Road,San Jose,CA,95123,100499,1987
Bay Area - South Bay,Public Storage,1395 Mabury Road,San Jose,CA,95133,63900,1981
Bay Area - South Bay,Public Storage,3900 Vistapark Drive,San Jose,CA,95136,121103,2000
Bay Area - South Bay,Public Storage,231 West Capitol Expwy,San Jose,CA,95136,69000,1981
Bay Area - South Bay,Public Storage,725 Capitol Expressway Auto Mall,San Jose,CA,95136,82000,2000
Bay Area - South Bay,Public Storage,3911 Snell Avenue,San Jose,CA,95136,64434,1979
Bay Area - South Bay,Public Storage,3620 Snell Avenue,San Jose,CA,95136,65975,1987
Bay Area - South Bay,Public Storage,1987 Old Middlefield Way,Mountain View,CA,94043,51450,1988
Bay Area - South Bay,Public Storage,1040 Terra Bella Avenue,Mountain View,CA,94043,75807,1972
Bay Area - South Bay,Public Storage,830 North Rengstorff Avenue,Mountain View,CA,94043,58350,1988
Bay Area - South Bay,Public Storage,1909 Old Middlefield Way,Mountain View,CA,94043,28004,1986
Bay Area - South Bay,Public Storage,761 University Avenue,Los Gatos,CA,95032,32680,1990
Bay Area - South Bay,Public Storage,1080 Pecten Court,Milpitas,CA,95035,140757,1979
Bay Area - South Bay,Public Storage,1220 Dempsey Road,Milpitas,CA,95035,68075,1982
Bay Area - South Bay,Public Storage,1600 Watson Court,Milpitas,CA,95035,86595,1979
Bay Area - South Bay,Public Storage,1601 Watson Court,Milpitas,CA,95035,48500,1979
Bay Area - South Bay,Public Storage,20565 Valley Green Drive,Cupertino,CA,95014,68122,1976
Bay Area - South Bay,Public Storage Phase II,231 West Capitol Expwy,San Jose,CA,95136,179616,
Bay Area - South Bay,Public Storage Phase II,1060 Stewart Drive,Sunnyvale,CA,94085,317392,
Birmingham,Public Storage,428 Commons Drive,Birmingham,AL,35209,83772,1998
Birmingham,Public Storage,575 Bessemer Super Hwy,Midfield,AL,35228,25480,1974
Birmingham,Public Storage,1900 Mini Warehouse Road,Birmingham,AL,35244,63369,1979
Birmingham,Public Storage,9856 Parkway East,Birmingham,AL,35215,52429,1986
Birmingham,Public Storage,1055 Pebble Creek Pkwy,Birmingham,AL,35214,36574,1981
Birmingham,Public Storage,3232 Lorna Road,Birmingham,AL,35216,37910,1980
Birmingham,Public Storage,6917 Oporto Madrid Blvd South,Birmingham,AL,35206,45626,1974
Birmingham,Public Storage,1120 Huffman Road,Birmingham,AL,35215,48809,1980
Birmingham,Public Storage,8 West Oxmoor Road,Birmingham,AL,35209,38620,1996
Birmingham,Public Storage,209 Oxmoor Blvd,Birmingham,AL,35209,43600,1984
Boston,Public Storage,490 Eastern Avenue,Malden,MA,02148,125388,2018
Boston,Public Storage,1901 Revere Beach Pkwy,Everett,MA,02149,127384,2019
Boston,Public Storage,671 Washington Street,Quincy,MA,02169,121990,2018
Boston,Public Storage,595 Lynnway,Lynn,MA,01905,91806,1988
Boston,Public Storage,233 Newbury Street,Danvers,MA,01923,76940,2001
Boston,Public Storage,1600 Southwood Drive,Nashua,NH,03063,97848,2001
Boston,Public Storage,240 Newbury Street,Peabody,MA,01960,86850,1986
Boston,Public Storage,12 Goodhue Street,Salem,MA,01970,101263,2003
Boston,Public Storage,2028 South Willow Street,Manchester,NH,03103,63400,1985
Boston,Public Storage,105 Pleasant Valley Street,Methuen,MA,01844,97340,1960
Boston,Public Storage,87 Warren Street,Randolph,MA,02368,67050,1990
Boston,Public Storage,432 Washington Street,Weymouth,MA,02188,86830,1990
Boston,Public Storage,277 Littleton Road,Westford,MA,01886,69200,1984
Boston,Public Storage,156 Lincoln Street,Brighton,MA,02135,113396,2007
Boston,Public Storage,805 North Street,Randolph,MA,02368,102354,1968
Boston,Public Storage,140 Broadway,Everett,MA,02149,123178,2008
Boston,Public Storage,420 Washington Street,Woburn,MA,01801,111507,2010
Boston,Public Storage,945 Moody Street,Waltham,MA,02453,120784,2010
Boston,Public Storage,195 Ward Street,Revere,MA,02151,73500,1990
Boston,Public Storage,800 River Street,Hyde Park,MA,02136,48700,1990
Boston,Public Storage,2030 Main Street,Brockton,MA,02301,55000,1985
Boston,Public Storage,327 Mystic Avenue,Medford,MA,02155,89990,2002
Boston,Public Storage,20 East Street,Westwood,MA,02090,93112,2003
Boston,Public Storage,650 Eastern Avenue,Malden,MA,02148,98800,1987
Boston,Public Storage,290 Southampton Street,Boston,MA,02118,65525,2003
Boston,Public Storage,1470 Main Street,Weymouth,MA,02190,89967,2002
Boston,Public Storage,260 Lexington Street,Waltham,MA,02452,90400,2001
Boston,Public Storage,50 Middlesex Avenue,Somerville,MA,02145,138404,2012
Bridgeport - New Haven,Public Storage,115-D Elm Street,Enfield,CT,06082,71270,1988
Bridgeport - New Haven,Public Storage,440 Tolland Turnpike,Manchester,CT,06042,91996,1987
Bridgeport - New Haven,Public Storage,76 Captain Neville Drive,Waterbury,CT,06705,61600,1988
Bridgeport - New Haven,Public Storage,1296 Kings Highway Cutoff,Fairfield,CT,06824,128433,1987
Bridgeport - New Haven,Public Storage,100 Taylor Street,Manchester,CT,06042,60450,2002
Bridgeport - New Haven,Public Storage,168 Bull Hill Lane,West Haven,CT,06516,109216,1986
Bridgeport - New Haven,Public Storage,100 Spring Street,Southington,CT,06489,96713,1982
Bridgeport - New Haven,Public Storage,35 Hoyt Street,Norwalk,CT,06851,69850,1991
Bridgeport - New Haven,Public Storage,299 Wordin Avenue,Bridgeport,CT,06605,85494,1988
Bridgeport - New Haven,Public Storage,77 Mill Plain Road,Danbury,CT,06811,125857,2009
Bridgeport - New Haven,Public Storage,120 Berlin Turnpike,Berlin,CT,06037,87500,1986
Bridgeport - New Haven,Public Storage,188 Roberts Street,East Hartford,CT,06108,141719,1977
Bridgeport - New Haven,Public Storage,125 Railroad Avenue,West Haven,CT,06516,36600,1983
Bridgeport - New Haven,Public Storage,6 Summit Place,Branford,CT,06405,36630,1985
Bronx,Public Storage,875 Brush Avenue,Bronx,NY,10465,51891,2004
Bronx,Public Storage,385 Gerard Avenue,Bronx,NY,10451,395000,2013
Bronx,Public Storage,367 Southern Blvd,Bronx,NY,10454,227590,2001
Brooklyn,Public Storage,2696 Fulton Street,Brooklyn,NY,11207,57441,2009
Brooklyn,Public Storage,1062 Saint Johns Place,Brooklyn,NY,11213,69300,1991
Brooklyn,Public Storage,1250 Rockaway Avenue,Brooklyn,NY,11236,245905,1992
Brooklyn,Public Storage,1534 Utica Avenue,Brooklyn,NY,11234,82495,2006
Brooklyn,Public Storage,2461 Knapp Street,Brooklyn,NY,11235,83056,1993
Brooklyn,Public Storage,269 Gold Street,Brooklyn,NY,11201,251222,1994
Brooklyn,Public Storage,72 Emerson Place,Brooklyn,NY,11205,75250,1990
Brooklyn,Public Storage,5002 2nd Avenue,Brooklyn,NY,11232,139264,2018
Buffalo,Public Storage,1160 Southwestern Blvd,West Seneca,NY,14224,56680,2009
Buffalo,Public Storage,2733 William Street,Cheektowaga,NY,14227,65810,2002
Buffalo,Public Storage,2855 Niagara Falls Blvd,Amherst,NY,14228,34664,1978
Buffalo,Public Storage,3953 Walden Avenue,Lancaster,NY,14086,60000,2000
Buffalo,Public Storage,3671 Sheridan Drive,Amherst,NY,14226,47315,1982
Buffalo,Public Storage,105 Hospitality Centre Way,Tonawanda,NY,14150,67850,2001
Buffalo,Public Storage,2750 Millersport Hwy,Getzville,NY,14068,74925,1998
Buffalo,Public Storage,4871 Transit Road,Williamsville,NY,14221,42899,1984
Buffalo,Public Storage,3420 Niagara Falls Blvd,North Tonawanda,NY,14120,49850,2000
Central Coast,Public Storage,5425 Overpass Road,Santa Barbara,CA,93111,65396,1993
Central Coast,Public Storage,7246 Hollister Avenue,Goleta,CA,93117,121455,1994
Central Coast,Public Storage,1001 River Street,Santa Cruz,CA,95060,85200,2000
Central Coast,Public Storage,115 Capitola Road Ext,Santa Cruz,CA,95062,52350,1986
Central Coast,Public Storage,3840 Portola Drive,Santa Cruz,CA,95062,45404,1991
Central Coast,Public Storage,2325 Soquel Drive,Santa Cruz,CA,95065,64120,1989
Central Coast,Public Storage,709 California Avenue,Sand City,CA,93955,103325,2003
Central Coast,Public Storage,180 Calle Del Oaks,Del Rey Oaks,CA,93940,29400,1997
Central Coast,Public Storage,200 Calle Del Oaks,Del Rey Oaks,CA,93940,35050,1983
Central Valley,Public Storage,1615 West 11th Street,Tracy,CA,95376,69188,2002
Central Valley,Public Storage,8118 Mariners Drive,Stockton,CA,95219,39551,1993
Central Valley,Public Storage,300 East Larch Road,Tracy,CA,95304,82450,2002
Central Valley,Public Storage,400 West Larch Road,Tracy,CA,95304,75950,1993
Central Valley,Public Storage,2012 West Briggsmore Avenue,Modesto,CA,95350,51667,1987
Central Valley,Public Storage,5045 North Gates Avenue,Fresno,CA,93722,34056,1973
Central Valley,Public Storage,3901 North West Lane,Stockton,CA,95204,69615,1992
Central Valley,Public Storage,1011 East March Lane,Stockton,CA,95210,57097,1992
Central Valley,Public Storage,2356 Sylvan Avenue,Modesto,CA,95355,117916,
Charleston,Public Storage,1833 Sam Rittenberg Blvd,Charleston,SC,29407,33630,1982
Charleston,Public Storage,6654 Dorchester Road,Charleston,SC,29418,45320,1981
Charleston,Public Storage,2046 North Main Street,Summerville,SC,29483,74067,1989
Charleston,Public Storage,2363 Ashley River Road,Charleston,SC,29414,152927,1988
Charleston,Public Storage,11055 Dorchester Road,Summerville,SC,29485,74651,2007
Charleston,Public Storage,1439 Folly Road,Charleston,SC,29412,167075,2003
Charleston,Public Storage,8470 Dorchester Road,North Charleston,SC,29420,113040,2004
Charleston,Public Storage,3366 Ladson Road,Ladson,SC,29456,106583,1998
Charleston,Public Storage,2560 Ashley Phosphate Road,Charleston,SC,29418,35242,1983
Charleston,Public Storage,5715 Dorchester Road,Charleston,SC,29418,36090,1973
Charleston,Public Storage,5508 North Rhett Avenue,North Charleston,SC,29406,91719,2018
Charleston,Public Storage,101 Prescott Way,Goose Creek,SC,29445,89208,2018
Charleston,Public Storage,109 South Cranford Road,Goose Creek,SC,29445,90204,2018
Charleston,Public Storage Phase II,2363 Ashley River Road,Charleston,SC,29414,45000,
Charlotte,Public Storage,11020 Morningstar Place Drive,Charlotte,NC,28262,98315,1997
Charlotte,Public Storage,9026 Crump Road,Pineville,NC,28134,64930,1997
Charlotte,Public Storage,2675 South York Road,Gastonia,NC,28052,36900,1988
Charlotte,Public Storage,13015 East Independence Blvd,Matthews,NC,28105,91080,1984
Charlotte,Public Storage,1901 West Arrowood Road,Charlotte,NC,28217,77700,1996
Charlotte,Public Storage,5748 North Tryon Street,Charlotte,NC,28213,48100,1981
Charlotte,Public Storage,6700 Reames Road,Charlotte,NC,28216,90860,2008
Charlotte,Public Storage,10209 Mount Holly Road,Charlotte,NC,28214,139398,2008
Charlotte,Public Storage,8520 East WT Harris Blvd,Charlotte,NC,28227,39220,1985
Charlotte,Public Storage,10833 Monroe Road,Matthews,NC,28105,137831,1981
Charlotte,Public Storage,1001 North Tryon Street,Charlotte,NC,28206,46925,1996
Charlotte,Public Storage,7828 North Tryon Street,Charlotte,NC,28262,51890,2007
Charlotte,Public Storage,3710 Monroe Road,Charlotte,NC,28205,136970,1994
Charlotte,Public Storage,4555 South Blvd,Charlotte,NC,28209,106677,1960
Charlotte,Public Storage,3912 Wilkinson Blvd,Charlotte,NC,28208,93960,1986
Charlotte,Public Storage,4715 Park Road,Charlotte,NC,28209,89682,2006
Charlotte,Public Storage,801 Matthews Township Pkwy,Matthews,NC,28105,91153,1999
Charlotte,Public Storage,10621 Park Road,Charlotte,NC,28210,87100,1999
Charlotte,Public Storage,2130 Cambridge Beltway Drive,Charlotte,NC,28273,89600,1999
Charlotte,Public Storage,2224 Union Road,Gastonia,NC,28054,62400,2000
Charlotte,Public Storage,4730 North Tryon Street,Charlotte,NC,28213,67580,1987
Charlotte,Public Storage,9400 South Tryon Street,Charlotte,NC,28273,152522,1992
Charlotte,Public Storage,10111 Park Road,Charlotte,NC,28210,138127,1996
Charlotte,Public Storage,5607 South Tryon Street,Charlotte,NC,28217,98570,2009
Charlotte,Public Storage,10811 Pineville Road,Pineville,NC,28134,198318,1983
Charlotte,Public Storage,1508 Ashley Road,Charlotte,NC,28208,51370,1984
Charlotte,Public Storage,7233 South Blvd,Charlotte,NC,28273,52050,1984
Charlotte,Public Storage,7112 Albemarle Road,Charlotte,NC,28227,97287,2004
Charlotte,Public Storage,4025 East WT Harris Blvd,Charlotte,NC,28215,82398,2002
Charlotte,Public Storage,5301 North Sharon Amity Road,Charlotte,NC,28215,85322,1983
Charlotte,Public Storage,7000 Harrisburg Road,Charlotte,NC,28215,107650,1984
Charlotte,Public Storage,7921 South Blvd,Charlotte,NC,28273,36644,1983
Charlotte,Public Storage,4329 South Blvd,Charlotte,NC,28209,57195,1973
Charlotte,Public Storage,5641 North Sharon Amity Road,Charlotte,NC,28215,71270,1988
Charlotte,Public Storage,114 Joann Lane,Mooresville,NC,28117,86462,2008
Charlotte,Public Storage,5530 West Highway 74,Monroe,NC,28110,100542,2008
Charlotte,Public Storage,1620 Providence Road South,Waxhaw,NC,28173,73863,1999
Charlotte,Public Storage,522 Brawley School Road,Mooresville,NC,28117,70850,2006
Charlotte,Public Storage,4560 Charlotte Hwy,Lake Wylie,SC,29710,105887,2006
Charlotte,Public Storage,875 Red River Road,Rock Hill,SC,29730,70615,2002
Charlotte,Public Storage,2229 Ebenezer Road,Rock Hill,SC,29732,98605,2002
Charlotte,Public Storage,3001 South Ridge Avenue,Concord,NC,28025,89947,1995
Charlotte,Public Storage,810 Oregon Street,Kannapolis,NC,28083,47510,1989
Charlotte,Public Storage,9896 Charlotte Hwy,Fort Mill,SC,29707,73600,1998
Charlotte,Public Storage,4971 Stough Road,Concord,NC,28027,239062,1997
Charlotte,Public Storage,1516 Walkup Avenue,Monroe,NC,28110,113375,1989
Charlotte,Public Storage,1730 Jake Alexander Blvd West,Salisbury,NC,28147,107730,1985
Charlotte,Public Storage,1079 Concord Pkwy North,Concord,NC,28027,43094,1983
Charlotte,Public Storage,10219 Bryton Corporate Center Drive,Huntersville,NC,28078,118167,2018
Charlotte,Public Storage,292 Fort Mill Hwy,Indian Land,SC,29707,49170,2015
Charlotte,Public Storage,6815 Weddington Road,Concord,NC,28027,73171,2018
Charlotte,Public Storage,13437 South Tryon Street,Charlotte,NC,28278,80735,2018
Charlotte,Public Storage Phase II,13015 East Independence Blvd,Matthews,NC,28105,26560,
Chattanooga,Public Storage,101 Harding Road,Red Bank,TN,37415,38580,1982
Chattanooga,Public Storage,7822 East Brainerd Road,Chattanooga,TN,37421,59188,1987
Chattanooga,Public Storage,2212 Polymer Drive,Chattanooga,TN,37421,160200,2008
Chattanooga,Public Storage,6497 East Brainerd Road,Chattanooga,TN,37421,99204,2002
Chattanooga,Public Storage,4255 Cromwell Road,Chattanooga,TN,37421,74000,1977
Chattanooga,Public Storage,1015 Gadd Road,Hixson,TN,37343,36668,1982
Chattanooga,Public Storage,6712 Ringgold Road,East Ridge,TN,37412,92732,1984
Chattanooga,Public Storage,5624 Highway 153,Hixson,TN,37343,47690,1979
Chattanooga,Public Storage,5902 Ringgold Road,East Ridge,TN,37412,56480,2004
Chattanooga,Public Storage,5301 Hixson Pike,Hixson,TN,37343,38230,2006
Chicago - Suburban,Public Storage,184 Route 30,Aurora,IL,60503,62177,1993
Chicago - Suburban,Public Storage,4253 Ogden Avenue,Aurora,IL,60504,70725,1998
Chicago - Suburban,Public Storage,665 Big Timber Road,Elgin,IL,60123,96190,1975
Chicago - Suburban,Public Storage,2433 South Washington Street,Naperville,IL,60565,83718,1997
Chicago - Suburban,Public Storage,1556 West Ogden Avenue,Naperville,IL,60540,51000,1986
Chicago - Suburban,Public Storage,111 Bridge Street,Wheaton,IL,60187,78585,2001
Chicago - Suburban,Public Storage,1000 East Lake Street,Hanover Park,IL,60133,72840,1987
Chicago - Suburban,Public Storage,1852 La Salle Avenue,Naperville,IL,60563,102000,1995
Chicago - Suburban,Public Storage,412 West North Avenue,Lombard,IL,60148,64632,1988
Chicago - Suburban,Public Storage,945 North Farnsworth Avenue,Aurora,IL,60505,67400,1989
Chicago - Suburban,Public Storage,615 East Boughton Road,Bolingbrook,IL,60440,78600,1988
Chicago - Suburban,Public Storage,330 West North Avenue,Lombard,IL,60148,56828,1981
Chicago - Suburban,Public Storage,243 North Western Avenue,Carpentersville,IL,60110,49500,1988
Chicago - Suburban,Public Storage,1040 East State Street,Geneva,IL,60134,57125,1987
Chicago - Suburban,Public Storage,2324 Gary Lane,Geneva,IL,60134,58040,1997
Chicago - Suburban,Public Storage,4100 East Main Street,Saint Charles,IL,60174,53925,1992
Chicago - Suburban,Public Storage,2399 South Finley Road,Lombard,IL,60148,61488,2000
Chicago - Suburban,Public Storage,3120 Vimy Ridge Drive,Joliet,IL,60435,97863,2001
Chicago - Suburban,Public Storage,2620 West Lake Street,Hanover Park,IL,60133,54222,2002
Chicago - Suburban,Public Storage,1295 West Lake Street,Roselle,IL,60172,44490,1993
Chicago - Suburban,Public Storage,341 South Frontage Road,Burr Ridge,IL,60527,77297,1989
Chicago - Suburban,Public Storage,440 East Saint Charles Road,Carol Stream,IL,60188,48650,1989
Chicago - Suburban,Public Storage,556 North York Road,Bensenville,IL,60106,70300,1992
Chicago - Suburban,Public Storage,28w650 Roosevelt Road,Winfield,IL,60190,50656,1996
Chicago - Suburban,Public Storage,830 Steel Street,Elgin,IL,60123,69700,2002
Chicago - Suburban,Public Storage,1110 East Roosevelt Road,Lombard,IL,60148,80090,1986
Chicago - Suburban,Public Storage,801 Joliet Road,Willowbrook,IL,60527,48085,1983
Chicago - Suburban,Public Storage,200 Brook Court,Bolingbrook,IL,60440,70946,1988
Chicago - Suburban,Public Storage,499 Phillips Court,Carol Stream,IL,60188,52600,1987
Chicago - Suburban,Public Storage,1010 East Ogden Avenue,Naperville,IL,60563,43441,1993
Chicago - Suburban,Public Storage,1001 North Frontage Road,Darien,IL,60561,64300,1989
Chicago - Suburban,Public Storage,2109 Ogden Avenue,Lisle,IL,60532,59823,1993
Chicago - Suburban,Public Storage,2626 West Jefferson Street,Joliet,IL,60435,42270,1981
Chicago - Suburban,Public Storage,280 Main Place,Carol Stream,IL,60188,67615,1986
Chicago - Suburban,Public Storage,17 West 17 Roosevelt Road,Oakbrook Terrace,IL,60181,134541,1970
Chicago - Suburban,Public Storage,297 West Lake Street,Elmhurst,IL,60126,56700,1983
Chicago - Suburban,Public Storage,2023 Schmale Road,Glendale Heights,IL,60139,110565,2014
Chicago - Suburban,Public Storage,3835 West 159th Place,Markham,IL,60428,53037,1982
Chicago - Suburban,Public Storage,130 Hillcrest Blvd,Schaumburg,IL,60195,79528,1982
Chicago - Suburban,Public Storage,945 Rohlwing Road,Rolling Meadows,IL,60008,74889,1987
Chicago - Suburban,Public Storage,5200 West 127th Street,Alsip,IL,60803,97123,1997
Chicago - Suburban,Public Storage,20909 Western Avenue,Chicago Heights,IL,60411,63214,2003
Chicago - Suburban,Public Storage,2400 Palmer Drive,Schaumburg,IL,60173,70627,1989
Chicago - Suburban,Public Storage,777 West Wise Road,Schaumburg,IL,60193,86944,1998
Chicago - Suburban,Public Storage,1950 Kelley Court,Libertyville,IL,60048,102967,2001
Chicago - Suburban,Public Storage,4001 West 37th Avenue,Hobart,IN,46342,76702,1971
Chicago - Suburban,Public Storage,1385 East Dundee Road,Palatine,IL,60074,82112,1985
Chicago - Suburban,Public Storage,1600 East Davis Street,Arlington Heights,IL,60005,49605,1954
Chicago - Suburban,Public Storage,20 East University Drive,Arlington Heights,IL,60004,55859,1993
Chicago - Suburban,Public Storage,1505 Western Avenue,Chicago Heights,IL,60411,62969,1991
Chicago - Suburban,Public Storage,555 East Aptakisic Road,Buffalo Grove,IL,60089,81615,2001
Chicago - Suburban,Public Storage,8201 159th Street,Tinley Park,IL,60477,62470,1999
Chicago - Suburban,Public Storage,930 South Roselle Road,Schaumburg,IL,60193,42037,1989
Chicago - Suburban,Public Storage,3501 Belvidere Road,Park City,IL,60085,42000,1993
Chicago - Suburban,Public Storage,990 South Milwaukee Road,Wheeling,IL,60090,61495,1993
Chicago - Suburban,Public Storage,1300 East Chicago Street,Elgin,IL,60120,75095,1998
Chicago - Suburban,Public Storage,8901 159th Street,Orland Hills,IL,60487,87786,1988
Chicago - Suburban,Public Storage,708 West Central Road,Mount Prospect,IL,60056,61280,1953
Chicago - Suburban,Public Storage,1401 North Green Bay Road,Waukegan,IL,60085,91616,2001
Chicago - Suburban,Public Storage,1200 West Irving Park Road,Schaumburg,IL,60193,84001,1999
Chicago - Suburban,Public Storage,8230 Broadway,Merrillville,IN,46410,56007,2000
Chicago - Suburban,Public Storage,2213 North Rand Road,Palatine,IL,60074,58915,2000
Chicago - Suburban,Public Storage,4015 Calumet Avenue,Hammond,IN,46320,48896,1980
Chicago - Suburban,Public Storage,1915 North Cline Avenue,Griffith,IN,46319,65853,1989
Chicago - Suburban,Public Storage,15359 South Harlem Avenue,Orland Park,IL,60462,98800,1989
Chicago - Suburban,Public Storage,17208 Halsted Street,East Hazel Crest,IL,60429,163854,1981
Chicago - Suburban,Public Storage,18400 Cicero Avenue,Country Club Hills,IL,60478,81803,2001
Chicago - Suburban,Public Storage,1550 Old Church Road,Streamwood,IL,60107,34515,1993
Chicago - Suburban,Public Storage,903 East Algonquin Road,Arlington Heights,IL,60005,81698,1979
Chicago - Suburban,Public Storage,2901 Touhy Avenue,Elk Grove Village,IL,60007,58985,1986
Chicago - Suburban,Public Storage,143 East Lake Cook Road,Palatine,IL,60074,55071,2000
Chicago - Suburban,Public Storage,16161 Brennan Hwy,Tinley Park,IL,60478,65966,1983
Chicago - Suburban,Public Storage,2401 Lois Drive,Rolling Meadows,IL,60008,54380,1984
Chicago - Urban,Public Storage,939 East 95th Street,Chicago,IL,60619,79576,1989
Chicago - Urban,Public Storage,3327 West 47th Street,Chicago,IL,60632,36000,1988
Chicago - Urban,Public Storage,5733 North Broadway Street,Chicago,IL,60660,33800,1986
Chicago - Urban,Public Storage,2351 North Harlem Avenue,Chicago,IL,60707,75885,1990
Chicago - Urban,Public Storage,5643 North Broadway Street,Chicago,IL,60660,105416,1947
Chicago - Urban,Public Storage,2835 North Western Avenue,Chicago,IL,60618,111600,1988
Chicago - Urban,Public Storage,2638 North Pulaski Road,Chicago,IL,60639,76053,1989
Chicago - Urban,Public Storage,2640 West 79th Street,Chicago,IL,60652,93440,1955
Chicago - Urban,Public Storage,1414 South Wabash Avenue,Chicago,IL,60605,132110,1995
Chicago - Urban,Public Storage,4072 North Broadway Street,Chicago,IL,60613,81500,1985
Chicago - Urban,Public Storage,1001 West 111th Street,Chicago,IL,60643,135478,1991
Chicago - Urban,Public Storage,2101 West Howard Street,Chicago,IL,60645,109798,1988
