Market,"Owner/Operator, Franchise",ADDRESS,CTY,ST,Zip,Area,Year
Chicago - Urban,Public Storage,3659 South Ashland Avenue,Chicago,IL,60609,137406,1989
Chicago - Urban,Public Storage,1916 North Elston Avenue,Chicago,IL,60642,41812,1990
Chicago - Urban,Public Storage,2115 Bernice Road,Lansing,IL,60438,64911,1988
Chicago - Urban,Public Storage,7300 North Lehigh Avenue,Niles,IL,60714,79960,1961
Chicago - Urban,Public Storage,6460 North Lincoln Avenue,Lincolnwood,IL,60712,91916,1965
Chicago - Urban,Public Storage,4220 West 47th Street,Chicago,IL,60632,38598,1983
Chicago - Urban,Public Storage,362 West Chicago Avenue,Chicago,IL,60654,106316,2000
Chicago - Urban,Public Storage,125 South Pfingsten Road,Deerfield,IL,60015,75196,2001
Chicago - Urban,Public Storage,8625 Waukegan Road,Morton Grove,IL,60053,168109,1963
Chicago - Urban,Public Storage,8790 West Golf Road,Des Plaines,IL,60016,104868,1992
Chicago - Urban,Public Storage,2222 North Natchez Avenue,Chicago,IL,60707,92915,1988
Chicago - Urban,Public Storage,7455 South Pulaski Road,Chicago,IL,60629,71768,1997
Chicago - Urban,Public Storage,1700 North 5th Avenue,River Grove,IL,60171,61140,1988
Chicago - Urban,Public Storage,6990 West 79th Street,Burbank,IL,60459,58236,1988
Chicago - Urban,Public Storage,3902 River Road,Schiller Park,IL,60176,53786,1988
Chicago - Urban,Public Storage,7000 South Cicero Avenue,Bedford Park,IL,60638,60300,1990
Chicago - Urban,Public Storage,5838 North Pulaski Road,Chicago,IL,60646,81318,1991
Chicago - Urban,Public Storage,1129 North Wells Street,Chicago,IL,60610,80500,1992
Chicago - Urban,Public Storage,5778 North Northwest Hwy,Chicago,IL,60631,57524,1991
Chicago - Urban,Public Storage,8484 South South Chicago Avenue,Chicago,IL,60617,65236,1991
Chicago - Urban,Public Storage,222 North Mannheim Road,Hillside,IL,60162,76231,1991
Chicago - Urban,Public Storage,2345 173rd Street,Lansing,IL,60438,116410,1988
Chicago - Urban,Public Storage,2050 Green Bay Road,Evanston,IL,60201,92800,1986
Chicago - Urban,Public Storage,9700 West Irving Park Road,Schiller Park,IL,60176,162376,1964
Chicago - Urban,Public Storage,5829 West Ogden Avenue,Cicero,IL,60804,81153,1971
Chicago - Urban,Public Storage,2040 South 25th Avenue,Broadview,IL,60155,110843,1986
Chicago - Urban,Public Storage,11644 South Kedzie Avenue,Merrionette Park,IL,60803,106770,1988
Chicago - Urban,Public Storage,4849 West 115th Street,Alsip,IL,60803,101594,1988
Chicago - Urban,Public Storage,8220 Skokie Blvd,Skokie,IL,60077,71421,1955
Chicago - Urban,Public Storage,4520 West Cermak Road,Chicago,IL,60623,98760,1992
Chicago - Urban,Public Storage,8050 McCormick Blvd,Skokie,IL,60076,82862,1987
Chicago - Urban,Public Storage,12730 South Pulaski Road,Alsip,IL,60803,54600,1988
Chicago - Urban,Public Storage,10024 South Harlem Avenue,Bridgeview,IL,60455,79150,1983
Chicago - Urban,Public Storage,4750 North Ronald Street,Harwood Heights,IL,60706,54464,2003
Chicago - Urban,Public Storage,5901 South Harlem Avenue,Chicago,IL,60638,47339,1987
Chicago - Urban,Public Storage,947 West Van Buren Street,Chicago,IL,60607,123501,1920
Chicago - Urban,Public Storage,1711 West Fullerton Avenue,Chicago,IL,60614,87110,1913
Chicago - Urban,Public Storage,3320 West Lake Avenue,Glenview,IL,60026,78230,1971
Chicago - Urban,Public Storage,4600 Southwest Hwy,Oak Lawn,IL,60453,80267,2000
Chicago - Urban,Public Storage,2801 South Harlem Avenue,Berwyn,IL,60402,88191,2000
Chicago - Urban,Public Storage,3501 West Touhy Avenue,Lincolnwood,IL,60712,81519,2000
Chicago - Urban,Public Storage,2004 Dolton Avenue,Calumet City,IL,60409,83908,1979
Chicago - Urban,Public Storage,4430 North Clark Street,Chicago,IL,60640,86200,1935
Chicago - Urban,Public Storage,8550 West 83rd Street,Justice,IL,60458,73286,1989
Cincinnati,Public Storage,5201 Dixie Hwy,Fairfield,OH,45014,46059,1987
Cincinnati,Public Storage,6010 Dixie Hwy,Fairfield,OH,45014,46900,1985
Cincinnati,Public Storage,3950 Bethany Road,Mason,OH,45040,108005,2008
Cincinnati,Public Storage,7058 Columbia Road,Maineville,OH,45039,99225,2002
Cincinnati,Public Storage,3220 Westbourne Drive,Cincinnati,OH,45248,52300,1988
Cincinnati,Public Storage,2555 East Kemper Road,Cincinnati,OH,45241,54538,1980
Cincinnati,Public Storage,9660 Colerain Avenue,Cincinnati,OH,45251,54693,1982
Cincinnati,Public Storage,7353 Dixie Hwy,Fairfield,OH,45014,77695,1972
Cincinnati,Public Storage,4070 Mount Carmel - Tobasco Road,Cincinnati,OH,45255,80228,1976
Cincinnati,Public Storage,6068 Branch Hill Guinea Pike,Milford,OH,45150,76473,1981
Cincinnati,Public Storage,3677 East Kemper Road,Sharonville,OH,45241,52760,1985
Cincinnati,Public Storage,1170 West Ohio Pike,Amelia,OH,45102,79980,1977
Cincinnati,Public Storage,3461 Tylersville Road, Hamilton,OH,45011,77672,2008
Cincinnati,Public Storage,7150 Cincinnati Dayton Road,Liberty Township,OH,45069,48630,1999
Cincinnati,Public Storage,7551 Industrial Road,Florence,KY,41042,41279,1992
Cincinnati,Public Storage,7866 Tanners Lane,Florence,KY,41042,62010,1992
Cincinnati,Public Storage Phase II,1170 West Ohio Pike,Amelia,OH,45102,38768,
Cleveland - Akron,Public Storage,9100 Postal Drive,Broadview Heights,OH,44147,48050,1997
Cleveland - Akron,Public Storage,22800 Miles Road,Bedford Heights,OH,44128,78550,1987
Cleveland - Akron,Public Storage,1561 Brittain Road,Akron,OH,44310,59518,1989
Cleveland - Akron,Public Storage,2250 West 117th Street,Cleveland,OH,44111,179260,1993
Cleveland - Akron,Public Storage,11395 Brookpark Road,Parma,OH,44130,70100,1988
Cleveland - Akron,Public Storage,5360 East Lake Road,Sheffield Lake,OH,44054,59700,2003
Colorado Springs,Public Storage,5055 Centennial Blvd,Colorado Springs,CO,80919,82150,1995
Colorado Springs,Public Storage,3488 Astrozon Blvd,Colorado Springs,CO,80910,181948,1973
Colorado Springs,Public Storage,3845 Van Teylingen Drive,Colorado Springs,CO,80917,78770,1992
Colorado Springs,Public Storage,210 Mount View Lane,Colorado Springs,CO,80907,54053,1974
Colorado Springs,Public Storage,5240 Edison Avenue,Colorado Springs,CO,80915,88626,1971
Colorado Springs,Public Storage,6055 Hollow Tree Court,Colorado Springs,CO,80918,46670,1982
Colorado Springs,Public Storage,2460 North Powers Blvd,Colorado Springs,CO,80915,85272,1984
Colorado Springs,Public Storage,4403 East Platte Avenue,Colorado Springs,CO,80915,51867,1978
Colorado Springs,Public Storage,3436 Sinton Road,Colorado Springs,CO,80907,59575,1979
Colorado Springs,Public Storage,5250 Tomah Drive,Colorado Springs,CO,80918,50450,1983
Colorado Springs,Public Storage,2761 Delta Drive,Colorado Springs,CO,80910,30337,1973
Colorado Springs,Public Storage,3725 Parkmoor Village Drive,Colorado Springs,CO,80917,61670,1976
Colorado Springs,Public Storage,6190 Tutt Blvd,Colorado Springs,CO,80923,138204,2019
Colorado Springs,Public Storage,3601 Blue Horizon View,Colorado Springs,CO,80908,107526,2019
Columbia,Public Storage,401 Buckner Road,Columbia,SC,29203,58315,1980
Columbia,Public Storage,3034 Broad River Road,Columbia,SC,29210,57752,1988
Columbia,Public Storage,7923 Garners Ferry Road,Columbia,SC,29209,92918,1988
Columbia,Public Storage,1305 Rosewood Drive,Columbia,SC,29201,71169,2004
Columbia,Public Storage,4935 Sunset Blvd,Lexington,SC,29072,34490,2002
Columbia,Public Storage,540 Knox Abbott Drive,Cayce,SC,29033,88732,2003
Columbia,Public Storage,3901 River Drive,Columbia,SC,29201,53065,1986
Columbia,Public Storage,2832 Broad River Road,Columbia,SC,29210,40200,1981
Columbia,Public Storage,3415 Broad River Road,Columbia,SC,29210,90397,1975
Columbia,Public Storage,120 Decker Park Road,Columbia,SC,29206,35374,1981
Columbia,Public Storage,4479 Rosewood Drive,Columbia,SC,29209,29710,1982
Columbia,Public Storage,229 Plumbers Road,Columbia,SC,29203,34500,1977
Columbia,Public Storage,1648 Airport Blvd,West Columbia,SC,29169,42125,1993
Columbia,Public Storage,240 Orchard Drive,West Columbia,SC,29170,76564,2018
Columbia,Public Storage,7011 Garners Ferry Road,Columbia,SC,29209,67458,2016
Columbia,Public Storage,5050 Hard Scrabble Road,Columbia,SC,29229,73947,2016
Columbia,Public Storage,3400 Broad River Road,Columbia,SC,29210,55845,2008
Columbus,Public Storage,72 Industrial Park Place,Powell,OH,43065,42194,1987
Columbus,Public Storage,4511 Eastland Drive,Columbus,OH,43232,54300,1986
Columbus,Public Storage,5525 Sawmill Road,Dublin,OH,43017,90700,2008
Columbus,Public Storage,7860 Smoky Row Road,Powell,OH,43065,77996,2015
Columbus,Public Storage,786 Kinnear Road,Columbus,OH,43212,87072,1981
Columbus,Public Storage,5275 Gender Road,Canal Winchester,OH,43110,121594,1998
Columbus,Public Storage,4060 Morse Road,Columbus,OH,43230,70412,1984
Columbus,Public Storage,2221 Hilliard Rome Road,Hilliard,OH,43026,86975,2011
Columbus,Public Storage,4350 South Hamilton Road,Groveport,OH,43125,73540,2004
Columbus,Public Storage,5341 North Hamilton Road,Columbus,OH,43230,147385,2009
Columbus,Public Storage,4780 Arlington Centre Blvd,Upper Arlington,OH,43220,70854,1978
Columbus,Public Storage,6401 Busch Blvd,Columbus,OH,43229,65211,1977
Columbus,Public Storage,6750 Ambleside Drive,Columbus,OH,43229,68100,1985
Columbus,Public Storage,4021 Marlane Drive,Grove City,OH,43123,57000,1979
Columbus,Public Storage,2995 Gender Road,Reynoldsburg,OH,43068,73508,1984
Columbus,Public Storage,5711 Westerville Road,Westerville,OH,43081,68929,1978
Columbus,Public Storage,2655 Billingsley Road,Columbus,OH,43235,73508,1983
Columbus,Public Storage,2719 Morse Road,Columbus,OH,43231,136869,1977
Columbus,Public Storage,4990 Sinclair Road,Columbus,OH,43229,56875,1984
Columbus,Public Storage,4600 Kenny Road,Columbus,OH,43220,69250,1984
Columbus,Public Storage,7545 Alta View Blvd,Worthington,OH,43085,88225,1996
Columbus,Public Storage,701 Windmiller Drive,Pickerington,OH,43147,78960,2003
Columbus,Public Storage,6159 Maxtown Road,Westerville,OH,43082,63650,2016
Columbus,Public Storage,1326 Dublin Road,Columbus,OH,43215,75775,2014
Columbus,Public Storage,4965 Gender Road,Canal Winchester,OH,43110,81168,1960
Columbus,Public Storage,564 Reynoldsburg-New Albany Road,Blacklick,OH,43004,85110,2017
Dallas - North,Public Storage,655 Keen Drive,Garland,TX,75041,63601,1986
Dallas - North,Public Storage,4333 Jackson Drive,Garland,TX,75041,78740,1984
Dallas - North,Public Storage,4202 O Banion Road,Garland,TX,75043,55000,1987
Dallas - North,Public Storage,1501 Oates Drive,Mesquite,TX,75150,52000,1999
Dallas - North,Public Storage,321 East Buckingham Road,Garland,TX,75040,46885,1984
Dallas - North,Public Storage,3500 East 14th Street,Plano,TX,75074,49800,1986
Dallas - North,Public Storage,500 East Arapaho Road,Richardson,TX,75081,52725,1984
Dallas - North,Public Storage,1822 West Kingsley Road,Garland,TX,75041,39240,1980
Dallas - North,Public Storage,1100 North Central Expwy,Richardson,TX,75080,29660,1972
Dallas - North,Public Storage,2801 Avenue K,Plano,TX,75074,55700,1983
Dallas - North,Public Storage,3401 Avenue K,Plano,TX,75074,101670,1981
Dallas - North,Public Storage,406 South Plano Road,Garland,TX,75042,73500,1985
Dallas - North,Public Storage,3309 Alma Drive,Plano,TX,75023,96787,1987
Dallas - North,Public Storage,920 Audelia Road,Richardson,TX,75081,53612,2001
Dallas - North,Public Storage,3301 West Parker Road,Plano,TX,75023,75153,1995
Dallas - North,Public Storage,4028 North Highway 78,Wylie,TX,75098,65987,2010
Dallas - North,Public Storage,14729 Inwood Road,Addison,TX,75001,91835,1982
Dallas - North,Public Storage,1241 Prosper Commons Blvd,Prosper,TX,75078,105412,2014
Dallas - North,Public Storage,4028 North State Highway 205,Rockwall,TX,75087,84425,2013
Dallas - North,Public Storage,2200 Avenue K,Plano,TX,75074,152119,1999
Dallas - North,Public Storage,11216 East Northwest Hwy,Dallas,TX,75238,59420,1995
Dallas - North,Public Storage,2861 Walnut Hill Lane,Dallas,TX,75229,92350,1979
Dallas - North,Public Storage,11085 Walnut Hill Lane,Dallas,TX,75238,85340,1986
Dallas - North,Public Storage,4721 Ross Avenue,Dallas,TX,75204,90300,2009
Dallas - North,Public Storage,2439 Swiss Avenue,Dallas,TX,75204,82601,1900
Dallas - North,Public Storage,4101 North Josey Lane,Carrollton,TX,75007,71065,1998
Dallas - North,Public Storage,3750 Marsh Lane,Carrollton,TX,75007,82525,1986
Dallas - North,Public Storage,1225 West Trinity Mills Road,Carrollton,TX,75006,48480,1983
Dallas - North,Public Storage,2715 Realty Drive,Carrollton,TX,75006,52866,1986
Dallas - North,Public Storage,1707 South I-35 East,Carrollton,TX,75006,65400,1983
Dallas - North,Public Storage,2550 East Trinity Mills Road,Carrollton,TX,75006,85290,1986
Dallas - North,Public Storage,5920 West Plano Pkwy,Plano,TX,75093,81816,1995
Dallas - North,Public Storage,660 Justin Road,Rockwall,TX,75087,77215,2001
Dallas - North,Public Storage,2320 North Central Expwy,Dallas,TX,75204,74786,1996
Dallas - North,Public Storage,2420 North Haskell Avenue,Dallas,TX,75204,74713,1998
Dallas - North,Public Storage,11434 Sprowles Street,Dallas,TX,75229,87450,1984
Dallas - North,Public Storage,9110 Markville Drive,Dallas,TX,75243,93950,1988
Dallas - North,Public Storage,12343 East Northwest Hwy,Dallas,TX,75228,90000,1984
Dallas - North,Public Storage,2105 Winsted Drive,Dallas,TX,75214,63772,1985
Dallas - North,Public Storage,18004 Preston Road,Dallas,TX,75252,71695,1996
Dallas - North,Public Storage,7412 Lemmon Avenue,Dallas,TX,75209,91644,1980
Dallas - North,Public Storage,7568 Greenville Avenue,Dallas,TX,75231,75928,1997
Dallas - North,Public Storage,12075 Denton Drive,Dallas,TX,75234,84127,1982
Dallas - North,Public Storage,3550 West Mockingbird Lane,Dallas,TX,75235,95650,1986
Dallas - North,Public Storage,5342 East Mockingbird Lane,Dallas,TX,75206,193752,1954
Dallas - North,Public Storage,11020 Audelia Road,Dallas,TX,75243,50400,1982
Dallas - North,Public Storage,3540 Inwood Road,Dallas,TX,75209,95915,1996
Dallas - North,Public Storage,8939 East RL Thornton Fwy,Dallas,TX,75228,69140,1983
Dallas - North,Public Storage,11038 Alvin Street,Dallas,TX,75218,54950,1984
Dallas - North,Public Storage,10540 Walnut Street,Dallas,TX,75243,57100,1987
Dallas - North,Public Storage,8433 Legacy Drive,Frisco,TX,75034,131874,2015
Dallas - North,Public Storage,7895 Riverfall Drive,Dallas,TX,75230,292735,2015
Dallas - North,Public Storage,4700 Stacy Road,McKinney,TX,75070,154448,2015
Dallas - North,Public Storage,10410 East Northwest Hwy,Dallas,TX,75238,65900,2015
Dallas - North,Public Storage,4900 State Highway 121,Lewisville,TX,75056,263289,2015
Dallas - North,Public Storage,4740 Harry Hines Blvd,Dallas,TX,75235,149625,2016
Dallas - North,Public Storage,6220 Tennyson Pkwy,Plano,TX,75024,194447,2018
Dallas - North,Public Storage,2104 Hedgcoxe Road,Plano,TX,75025,102076,2015
Dallas - North,Public Storage,2047 Witt Road,Frisco,TX,75034,93339,2018
Dallas - North,Public Storage,7950 Ohio Drive,Plano,TX,75024,109719,2017
Dallas - North,Public Storage,1611 Chestnut Street,Dallas,TX,75226,115912,2019
Dallas - North,Public Storage,13391 Custer Road,Frisco,TX,75071,159343,2018
Dallas - Suburban,Public Storage,4800 Village Pkwy,Highland Village,TX,75077,166437,2016
Dallas - Suburban,Public Storage,3501 Country Club Road North,Irving,TX,75062,33300,1987
Dallas - Suburban,Public Storage,1419 South Stemmons Fwy,Lewisville,TX,75067,54218,1984
Dallas - Suburban,Public Storage,1210 North Belt Line Road,Irving,TX,75061,70060,1984
Dallas - Suburban,Public Storage,1205 North Loop 12,Irving,TX,75061,63600,1984
Dallas - Suburban,Public Storage,855 Lois Street,Roanoke,TX,76262,125315,2014
Dallas - Suburban,Public Storage,690 East Highway 121,Lewisville,TX,75057,50023,1988
Dallas - Suburban,Public Storage,7500 North Macarthur Blvd,Irving,TX,75063,77800,1995
Dallas - Suburban,Public Storage,1474 Justin Road 407,Lewisville,TX,75077,117842,1999
Dallas - Suburban,Public Storage,3430 West Walnut Hill Lane,Irving,TX,75038,70758,2000
Dallas - Suburban,Public Storage,1408 North State Highway 161,Grand Prairie,TX,75050,68260,1981
Dallas - Suburban,Public Storage,100 North MacArthur Blvd,Irving,TX,75061,48125,1983
Dallas - Suburban,Public Storage,1525 West Pleasant Run Road,Lancaster,TX,75146,56515,2000
Dallas - Suburban,Public Storage,601 North Stemmons Fwy,Lewisville,TX,75067,73484,1996
Dallas - Suburban,Public Storage,1212 East Airport Fwy,Irving,TX,75062,137991,1977
Dallas - Suburban,Public Storage,732 South Cedar Ridge Drive,Duncanville,TX,75137,91778,1976
Dallas - Suburban,Public Storage,4925 South Cockrell Hill Road,Dallas,TX,75236,66041,1970
Dallas - Suburban,Public Storage,1212 North Duncanville Road,Duncanville,TX,75116,116550,1976
Dallas - Suburban,Public Storage,2840 South Westmoreland Road,Dallas,TX,75233,63400,1984
Dallas - Suburban,Public Storage,1605 Vilbig Road,Dallas,TX,75208,66800,1987
Dallas - Suburban,Public Storage,4401 South Westmoreland Road,Dallas,TX,75237,63700,1986
Dallas - Suburban,Public Storage,1520 West Irving Blvd,Irving,TX,75061,84300,1981
Dallas - Suburban,Public Storage,1601 East Belt Line Road,Coppell,TX,75019,99480,1994
Dallas - Suburban,Public Storage,3443 Sorrento Drive,Mesquite,TX,75150,189679,1965
Dayton,Public Storage,6207 Executive Blvd,Dayton,OH,45424,65800,1978
Dayton,Public Storage,2120 Harshman Road,Dayton,OH,45424,50500,1989
Dayton,Public Storage,580 South Orchard Lane,Beavercreek Township,OH,45434,66115,2012
Dayton,Public Storage,601 West Leffel Lane,Springfield,OH,45506,42195,1978
Dayton,Public Storage,3560 Needmore Road,Dayton,OH,45414,65260,1974
Denver,Public Storage,4251 South Reservoir Road,Aurora,CO,80013,65095,1998
Denver,Public Storage,11550 Huron Street,Northglenn,CO,80234,56175,1997
Denver,Public Storage,305 South Union Blvd,Lakewood,CO,80228,228035,2001
Denver,Public Storage,13055 East Briarwood Avenue,Centennial,CO,80112,121430,1999
Denver,Public Storage,13999 West 64th Avenue,Arvada,CO,80004,70190,1998
Denver,Public Storage,7700 Washington Street,Denver,CO,80229,56150,1988
Denver,Public Storage,10201 West Hampden Avenue,Lakewood,CO,80227,107227,1996
Denver,Public Storage,2190 South Federal Blvd,Denver,CO,80219,65603,1986
Denver,Public Storage,9600 East Costilla Avenue,Englewood,CO,80112,99727,1979
Denver,Public Storage,4405 South Quebec Street,Denver,CO,80237,77582,1987
